start,end,id,v,a,d,emotion,emo_evo,signal,transcription,path_to_wav
214.6701,217.6415,Ses01M_impro06_F026,3.0,3.0,3.0,neu,"[['neu'], ['sad'], ['neu'], ['neu', 'sad']]",[-33 -28 -27 ...   5  26  30],It's good that you were there.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
233.02,235.13,Ses01M_impro06_F027,3.0,2.0,2.5,neu,"[['neu'], ['sad'], ['neu'], ['neu']]",[122 199 176 ... -48 -39 -15],Yeah.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
239.1062,242.6985,Ses01M_impro06_F028,3.0,2.0,2.5,neu,"[['neu'], ['sad'], ['neu'], ['neu']]",[-116 -132 -150 ...  -33  -10    7],Are there things you wish you'd done differently?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
12.4633,16.51,Ses01M_impro06_M000,3.0,2.5,2.0,sad,"[['sad'], ['sad'], ['sad'], ['oth']]",[ 63  81  84 ... 216 182 162],"Yeah, I'm just-- yeah",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
19.1808,22.89,Ses01M_impro06_M001,3.0,2.0,3.0,sad,"[['sad'], ['sad'], ['sad'], ['neu']]",[141 122 -20 ... 199 212 266],"Just kind of feel numb, you know.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
25.7888,30.0906,Ses01M_impro06_M002,2.5,2.0,2.0,sad,"[['sad'], ['sad'], ['sad'], ['neu', 'sad']]",[ -96  -91 -101 ...  -58  -68  -54],You didn't even hear?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
31.76,35.36,Ses01M_impro06_M003,2.5,2.5,2.5,sad,"[['sad'], ['sad'], ['sad'], ['neu', 'sad']]",[40 19 22 ... 16 32 53],[BREATHING] Umm.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
36.11,40.0,Ses01M_impro06_M004,2.0,3.0,3.5,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[-112 -149 -153 ...  220  208  190],God I've told this story so many times. Umm.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
41.22,44.6825,Ses01M_impro06_M005,2.0,2.5,3.0,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[-164 -166 -170 ...  -12   25   19],I just...I just basically lost someone that was really close to me.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
46.41,61.99,Ses01M_impro06_M006,1.5,2.5,3.5,sad,"[['sad'], ['sad'], ['sad'], ['oth', 'sad']]",[  48   69   83 ... -176 -174 -171],"And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
63.63,67.63,Ses01M_impro06_M007,2.0,2.0,2.5,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[333 274 166 ... -32 -55 -55],"He kind of didn't have anyone to take care of that for him, so--",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
71.79,76.0581,Ses01M_impro06_M008,2.0,2.0,3.0,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[100 147 185 ... 113 111 107],It's just really...really messed up.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
79.2956,82.6661,Ses01M_impro06_M009,1.5,2.5,2.5,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[  47   71   55 ... -105 -134 -146],No.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
83.7526,87.234,Ses01M_impro06_M010,1.5,3.0,3.0,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[-73  -6 -14 ... -27  19  35],Just like it.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
89.295,95.89,Ses01M_impro06_M011,2.0,2.5,3.0,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[-84 -86 -82 ...  27 -10 -30],"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
96.5029,97.96,Ses01M_impro06_M012,3.0,2.0,2.5,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[-249 -259 -286 ...   56   94  122],What?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
100.6075,105.74,Ses01M_impro06_M013,2.5,3.0,3.0,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[-152 -135  -89 ...  -53  -48  -20],"He was sick. He got sick. He got sick but it happened really, really fast, you know.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
105.84,109.16,Ses01M_impro06_M014,2.5,3.0,3.5,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[108 102  90 ... -34 -27 -53],It was kind of like boom... done,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
109.59,114.61,Ses01M_impro06_M015,2.5,3.0,3.0,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[  14   14   24 ... -111  -93 -109],It's just really weird because he was really young you know and it kind of like...,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
115.9875,118.25,Ses01M_impro06_M016,2.5,2.5,3.0,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[-60 -57 -41 ...   7   8  16],--it just kind of freaks you out.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
123.15,146.89,Ses01M_impro06_M017,1.5,3.0,4.5,sad,"[['sad'], ['sad'], ['sad'], ['fea', 'sad']]",[102  86  36 ... -53 -69 -58],So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff.  You just like used to take for granted--you know.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
150.05,153.93,Ses01M_impro06_M018,2.5,2.0,3.0,sad,"[['sad'], ['sad'], ['sad'], ['fea', 'sad']]",[-88 -65 -47 ...  66  77  91],"Exactly, you know, and like he had so many plans and he was going to do...",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
154.55,157.4,Ses01M_impro06_M019,2.0,2.5,3.0,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[ 123  147  154 ... -195 -206 -207],"so many things, you know?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
159.35,160.74,Ses01M_impro06_M020,3.0,2.5,2.0,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[  64   90   85 ... -397 -278 -142],What?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
163.73,165.86,Ses01M_impro06_M021,2.0,2.0,3.5,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[-115 -134 -149 ...   98  101  109],Yeah.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
181.8077,184.86,Ses01M_impro06_M022,2.5,2.0,3.0,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[ 285  293  181 ... -244 -251 -218],"He was a really, really good guy.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
186.5973,189.55,Ses01M_impro06_M023,2.5,2.0,3.5,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[-103  -80  -85 ...   96   99   99],A lot of people loved him.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
193.13,197.51,Ses01M_impro06_M024,1.5,3.0,3.5,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[146 132 150 ... -83 -59 -44],"You know, it's like affecting a lot of people it's not just me, you know?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
202.51,203.85,Ses01M_impro06_M025,3.0,2.0,2.5,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[-40 -42  12 ... 219 286 334],Umm...,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
205.65,208.5721,Ses01M_impro06_M026,2.5,3.0,3.5,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[ -34    1   20 ...  -77  -97 -120],For like eight years.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
210.21,212.22,Ses01M_impro06_M027,2.5,2.0,2.5,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[ 15  14  10 ... -12 -17  13],Yeah.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
217.5175,221.8768,Ses01M_impro06_M028,3.5,2.5,4.0,sad,"[['sad'], ['sad'], ['sad'], ['neu', 'sad']]",[ -50  -61  -98 ...  -72  -92 -103],"Yeah, I'm glad I was there. Glad I- glad I got to be there.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
225.32,227.51,Ses01M_impro06_M029,2.0,2.5,3.0,sad,"[['sad'], ['sad'], ['sad'], ['fru', 'sad']]",[109 114  93 ...  69  81  63],"So weird,",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
227.54,234.26,Ses01M_impro06_M030,1.5,3.0,4.5,sad,"[['sad'], ['sad'], ['sad'], ['fru', 'sad']]",[-13  12  25 ... 223 221 204],"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
7.63,8.57,Ses01M_impro07_F000,4.0,2.0,2.5,neu,"[['exc'], ['neu'], ['neu'], ['hap']]",[-1907 -1792 -2232 ...  -150  -177  -150],Yeah.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
13.95,21.12,Ses01M_impro07_F001,4.5,4.0,3.0,exc,"[['exc'], ['sur'], ['exc'], ['exc', 'hap']]",[-1536 -1559 -1368 ...    10     8    30],[LAUGHTER]. For softball? That's unbelievable. Is it slow pitch?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
27.06,29.81,Ses01M_impro07_F003,3.5,3.0,3.0,exc,"[['exc'], ['sur'], ['exc'], ['exc', 'hap']]",[-557 -451   10 ... 2947 2310 1654],Pinch hitting softball.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
30.31,33.08,Ses01M_impro07_F004,4.0,3.5,3.0,exc,"[['exc'], ['sur'], ['exc'], ['exc', 'hap']]",[  638  -247  -470 ... -5155 -4710 -3671],That is incredible.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
33.72,37.27,Ses01M_impro07_F005,4.5,4.0,3.0,exc,"[['exc'], ['sur'], ['exc'], ['exc', 'hap']]",[4738 6236 6366 ...  273  677  994],That's amazing. They pay for everything?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
37.88,42.5825,Ses01M_impro07_F006,3.5,3.5,3.0,exc,"[['exc'], ['sur'], ['exc'], ['exc', 'hap']]",[ -36  -95 -260 ...  -97 -103 -134],"Your housing, books, everything? That is incredible.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
45.145,49.2825,Ses01M_impro07_F007,3.5,2.5,3.0,exc,"[['exc'], ['sur'], ['exc'], ['exc', 'hap']]",[  42 -407 -804 ... -235 -240 -202],That is incredible. Do you get like a per diem?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
49.64,52.1,Ses01M_impro07_F008,4.0,2.5,3.0,exc,"[['exc'], ['exc'], ['hap'], ['hap']]",[1008 1264 1534 ...  -25  -25   11],You should...You should look into that.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
52.46,57.4562,Ses01M_impro07_F009,4.0,2.5,3.5,exc,"[['exc'], ['sur'], ['exc'], ['exc', 'hap']]",[-1046  -286   366 ...  3830  2486   869],"That is amazing, congratulations. Good for you.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
58.78,60.21,Ses01M_impro07_F010,3.0,2.0,2.0,neu,"[['exc'], ['neu'], ['neu'], ['hap']]",[1967 1636 1109 ... -439 -556 -573],Oh.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
60.81,66.77,Ses01M_impro07_F011,3.0,2.5,2.5,exc,"[['exc'], ['exc'], ['hap'], ['neu', 'hap']]",[  81  -29  -40 ... -381  -13  198],"Yeah, that you probably. You should see one of these Victorian houses around by.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
68.64,72.35,Ses01M_impro07_F012,4.0,3.0,2.5,neu,"[['exc'], ['neu'], ['neu'], ['hap']]",[ -623  -643  -485 ... -2705 -2678 -3047],Oh. Venice beach.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
72.84,76.23,Ses01M_impro07_F013,3.5,2.5,2.5,exc,"[['exc'], ['exc'], ['hap'], ['hap']]",[ 297  298  345 ... -473 -530 -538],"Oh, you don't like that. You're west-sider?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
76.59,87.8575,Ses01M_impro07_F014,4.0,3.0,3.0,exc,"[['exc'], ['exc'], ['hap'], ['hap']]",[ 437  778 1017 ... -131 -144 -190],"Okay. That would be way too much of a commute you can't do that. Especially- I know especially from--I don't know, what I was going to say, I don't know.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
88.4125,92.41,Ses01M_impro07_F015,4.0,2.5,2.5,exc,"[['exc'], ['exc'], ['exc'], ['neu', 'hap']]",[325 267 176 ... 379 449 424],I don't know. Commuting from what Malibu that would be ridiculous.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
95.26,101.5,Ses01M_impro07_F016,4.0,3.0,2.5,exc,"[['exc'], ['exc'], ['hap'], ['hap']]",[-113  -29   51 ... -688 -224  373],Oh yeah. He'd drop you right off at practice?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
111.59,116.34,Ses01M_impro07_F018,3.5,3.0,2.5,exc,"[['exc'], ['exc'], ['exc'], ['neu']]",[-1608 -1357 -1069 ...   380   630  1027],They have those neon--softballs.  They're like day-glow you can see them anywhere.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
121.15,125.25,Ses01M_impro07_F020,3.0,2.5,2.5,neu,"[['exc'], ['neu'], ['neu'], ['neu']]",[ 252  317  368 ... -252 -261 -244],Oh. That is incredible. Is it--,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
125.31,132.5725,Ses01M_impro07_F021,3.5,3.0,2.5,exc,"[['exc'], ['exc'], ['sur'], ['sur', 'hap']]",[ 175  161  153 ... -193 -278 -218],"do they have a--is it a co-ed softball team?  I mean... Really? You know, I didn't even know that they have that.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
132.86,138.12,Ses01M_impro07_F022,4.0,3.5,3.5,exc,"[['exc'], ['exc'], ['sur'], ['exc', 'sur', 'hap']]",[ 1175   665   263 ... -1097  -900  -623],Who do you play? Like do--are you like... nationally ranked?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
139.07,141.8,Ses01M_impro07_F023,4.0,3.0,2.5,exc,"[['exc'], ['sur'], ['exc'], ['hap']]",[2113 1887 1657 ... -601 -755 -867],That is unbelievable.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
141.99,144.485,Ses01M_impro07_F024,3.5,3.0,2.5,exc,"[['exc'], ['exc'], ['hap'], ['hap']]",[-1088 -1649 -1985 ...   -92  -112  -121],I would put that right up there with--ping-pong.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
144.66,148.265,Ses01M_impro07_F025,4.0,3.5,2.5,exc,"[['exc'], ['exc'], ['hap'], ['neu', 'hap']]",[ -605 -2860 -5397 ...   185   220   244],I mean not to denigrate what you are doing.  I think that's great.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
149.71,154.92,Ses01M_impro07_F026,4.0,4.0,3.5,exc,"[['exc'], ['sur'], ['exc'], ['exc', 'hap']]",[ -510  -661  -661 ...  8417  2354 -2339],"No, no.  I love softball. I played softball all the time.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
156.18,167.8,Ses01M_impro07_F027,4.5,4.0,3.0,exc,"[['exc'], ['sur'], ['exc'], ['hap']]",[ -335 -1235 -2081 ...  -147  -114   -22],I am not saying you should be. I'm not no. I think it's great I think you should be incredibly proud yourself especially because you're going to U.S.C for free for doing it. For free.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
2.6812,7.98,Ses01M_impro07_M000,4.0,4.0,3.0,exc,"[['exc'], ['exc'], ['hap'], ['exc']]",[  32  -45  -30 ... -441 -367 -233],Check this out.  You know how I've told you I've been really into like softball recently?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
8.22,14.75,Ses01M_impro07_M001,4.0,3.0,3.0,exc,"[['exc'], ['exc'], ['hap'], ['exc']]",[-737 -940 -868 ... -109  -92   85],"Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
15.54,20.67,Ses01M_impro07_M002,5.0,3.5,4.0,exc,"[['exc'], ['exc'], ['exc', 'hap'], ['exc']]",[-1036 -1058  -360 ...  -793 -1639 -1729],For softball.  They're going to pay me to go to school. Isn't that awesome?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
20.92,34.38,Ses01M_impro07_M003,4.0,4.0,3.0,exc,"[['exc'], ['exc'], ['exc', 'hap'], ['exc']]",[   116    212    -71 ... -18662  -9999  -1593],"Yeah.  Well, I don't--well yeah I can pitch, I'm not like the pitcher though. I'm like the pinch hitter guy I mostly just hit.  But I guess I'm going to have to... Yeah, and then I play shortstop too but... It's so ex- The good news is I get to stay here.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
34.76,38.66,Ses01M_impro07_M004,4.5,3.5,2.5,exc,"[['exc'], ['exc'], ['exc', 'hap'], ['exc', 'hap']]",[ 5105  7645  7407 ... -9690 -8365 -9762],"I know. For softball, yeah.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
38.78,48.28,Ses01M_impro07_M005,4.0,4.0,3.0,exc,"[['exc'], ['exc'], ['exc', 'hap'], ['exc', 'hap']]",[ 973 1490 2133 ... -605 -683 -695],"Yeah, everything. Every like- free ride and I get to, you know, like be on like a Trojans sports team too. And it's like cool. Isn't it awesome?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
54.63,56.31,Ses01M_impro07_M007,4.0,4.0,2.5,exc,"[['exc'], ['exc'], ['hap'], ['exc']]",[-101  -25  181 ...  540  181 -223],Thank you.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
56.53,61.35,Ses01M_impro07_M008,4.0,3.0,2.5,exc,"[['exc'], ['hap'], ['exc'], ['exc', 'neu']]",[2970 1946  553 ...    5  -10    0],But I don't know I want to live in the housing that they give me though 'cause I think I want to you know like get like a nicer place.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
61.59,63.56,Ses01M_impro07_M009,3.0,2.5,2.5,exc,"[['exc'], ['hap'], ['exc'], ['neu']]",[ 951 1198 1668 ...  -16  -88  -67],Where should I move?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
66.3983,78.9,Ses01M_impro07_M010,3.5,3.0,3.0,exc,"[['exc'], ['exc'], ['exc'], ['neu', 'hap']]",[-2029 -1446  -952 ...   604  1586  2055],"That's a really good idea. Or I could go to like Santa Monica. Go beach. Venice beach, yeah a little dirty though. I don't want to go to Venice beach. But - Malibu. All right.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
135.305,141.01,Ses01M_impro07_M018,3.5,3.5,3.0,exc,"[['exc'], ['hap'], ['exc'], ['hap']]",[1551 1552  145 ...  576  543  468],I just got into it. I just kind of fell into it. Literally I was walking around and...,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
143.98,147.84,Ses01M_impro07_M020,3.5,2.5,2.5,neu,"[['exc'], ['neu'], ['neu'], ['neu']]",[121  46  19 ...  25  15  -5],"Yeah, well I doubt [GARBAGE] ping pong [GARBAGE]",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
165.1825,169.6425,Ses01M_impro07_M024,4.0,3.0,3.0,exc,"[['exc'], ['exc'], ['exc'], ['hap']]",[ 378  307  243 ... -106 -106 -139],For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
172.46,175.3625,Ses01M_impro07_M026,2.5,3.0,2.5,neu,"[['exc'], ['neu'], ['neu'], ['neu']]",[ 401  146 -125 ...  -46  -62  -73],Yeah we have like away games and stuff.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
192.22,194.25,Ses01M_impro07_M030,3.0,2.5,1.5,neu,"[['exc'], ['neu'], ['neu'], ['neu']]",[ 53  62  66 ... 617 571 568],But you know I'm like [GARBAGE].,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
39.7634,42.1267,Ses01M_script01_1_F004,2.0,2.0,2.0,sad,"[['fea'], ['sad'], ['sad']]",[-21 -22 -26 ...  73  77  87],Did you talk to him?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
